monthly_income_after_tax_and_401k,rent,groceries,entertainment,utilities,healthcare,other,savings
4249,1096,461,124,171,453,268,133
4333,838,287,97,140,369,209,540
4211,1935,370,145,129,401,199,0
4419,1234,349,202,94,278,249,905
3691,1202,407,170,192,313,215,1324
3721,1354,299,148,147,449,138,779
3450,1094,298,268,214,353,205,962
4220,1065,509,138,160,637,86,352
4389,1165,431,234,153,303,167,498
4229,1169,406,156,122,404,264,126
4837,1724,418,144,123,413,188,1007
3997,1610,407,301,183,216,209,1012
4334,1681,450,231,156,336,196,375
1682,914,368,131,131,299,247,286
3806,1283,409,214,139,293,241,1
4348,1682,411,152,139,433,47,575
4425,1433,348,161,100,276,158,286
3853,1293,317,220,178,242,139,626
3964,1209,378,309,139,219,181,828
3241,1515,451,154,145,283,204,175
3821,1336,548,236,167,461,8,55
4445,1056,482,184,187,214,186,625
4288,962,348,176,156,211,160,613
4250,1385,346,254,117,217,0,584
4025,1187,355,158,143,224,194,92
2084,1383,407,142,148,340,147,50
3670,1350,477,223,95,104,200,637
4349,1402,480,280,164,230,213,0
4210,1496,94,237,272,290,260,113
4246,1578,412,130,153,415,173,1361
3737,1690,239,19,125,275,131,348
1390,1303,440,353,156,285,183,4
4549,1192,456,279,256,291,205,88
3761,1055,398,211,143,118,259,1013
3569,1387,404,171,174,669,253,275
4347,1467,404,282,163,362,80,562
3804,1030,361,196,93,88,183,383
4530,1529,422,170,135,551,136,0
5409,1280,388,161,166,0,176,0
4342,1049,447,140,154,151,221,827
3317,607,394,342,178,371,262,89
4606,1111,357,271,223,266,406,1711
4131,1115,323,167,170,201,166,0
3815,1414,307,287,140,272,128,110
2483,1473,466,227,68,238,72,484
3112,1640,377,224,119,472,179,505
4204,1160,417,164,176,526,225,1170
3485,1369,299,174,158,136,157,680
3324,1171,372,198,114,152,281,875
3239,1304,169,102,143,224,176,1004
4556,1004,393,176,225,231,277,540
3685,1075,401,343,144,0,233,0
4767,858,494,265,80,281,226,1409
3732,1003,478,169,127,255,0,908
3146,1423,431,241,118,165,134,635
3442,1165,472,97,209,197,190,1020
4618,915,391,131,211,455,137,655
3922,792,415,155,95,264,247,353
3726,1593,385,207,108,259,245,964
5858,919,335,220,151,529,218,1033
4251,1287,460,211,181,254,168,541
4559,1371,427,195,163,396,245,1377
4724,1037,401,138,109,360,195,1339
3820,1189,400,156,169,381,160,357
3337,1396,325,250,151,180,187,12
3793,1959,351,170,223,178,196,200
4130,1208,417,195,206,413,220,376
3518,1347,374,125,149,383,258,355
3521,1280,389,243,129,274,114,623
4172,1106,395,134,210,732,288,1897
3976,1540,366,246,31,180,209,999
4016,1341,352,147,127,176,216,1092
3621,1576,319,251,93,138,223,532
3885,1404,393,201,170,336,211,671
3538,1651,431,172,165,322,39,712
4445,1242,318,94,149,248,354,1203
4518,1302,399,197,120,222,294,1117
3077,1141,414,182,157,541,194,678
3535,1661,351,245,169,274,286,303
3252,1001,471,126,203,439,236,0
3675,1311,381,74,160,285,140,990
3958,1376,395,258,164,250,138,883
3275,1308,392,158,155,442,197,284
3539,1262,311,243,144,379,257,1323
3498,1225,450,338,173,298,203,229
4104,477,352,142,148,413,257,601
4035,1136,388,230,146,552,247,506
3639,1532,430,179,139,513,224,297
5182,1212,473,146,141,573,188,511
2554,1726,346,147,160,259,176,224
3864,1434,378,113,169,207,181,300
4837,766,469,220,128,578,238,995
4670,1477,423,153,156,459,205,1100
3350,1289,434,317,123,118,15,290
5427,1022,347,191,169,351,166,542
4406,1561,536,153,194,217,257,828
3426,1213,392,124,167,477,119,596
4409,1196,357,327,140,273,338,719
4769,1375,182,198,181,264,207,810
3439,1529,374,291,113,457,287,725
3541,1323,468,258,159,388,182,921
4509,1308,403,184,235,355,127,428
4136,1161,469,209,124,381,160,760
4276,1525,409,208,42,192,366,433
4170,1325,362,292,143,374,137,0
4195,1255,464,241,116,280,191,253
3337,1230,411,160,127,336,217,1097
4524,1505,448,218,151,348,63,1141
4585,1248,347,240,198,189,151,0
3885,1506,452,294,80,703,240,313
3978,1206,453,225,184,281,188,528
1641,1444,414,267,175,176,247,251
4257,1341,360,157,160,285,233,399
4286,1692,398,164,96,302,178,980
3969,1283,431,258,198,359,146,1200
4562,862,412,182,181,288,249,1200
3833,1151,430,151,158,339,150,365
4282,984,451,244,112,249,203,54
3490,1700,368,229,106,381,188,733
3988,987,342,205,199,300,153,4
3913,1817,398,256,129,267,167,874
4113,1403,384,260,161,282,189,1203
3815,1196,439,196,143,333,186,769
3934,1461,470,299,153,391,203,165
4413,1171,451,279,245,211,181,229
3782,1018,468,101,189,266,255,592
3197,1316,400,148,131,447,266,1047
4875,2088,403,87,100,264,160,800
4691,1060,465,184,126,337,167,179
3354,1400,373,139,168,177,208,465
4345,1194,380,159,175,129,29,1569
3749,1577,472,255,176,196,184,9
4132,1533,396,112,129,231,190,1179
4147,1354,334,206,160,404,152,483
3883,2116,413,206,282,197,180,770
3608,1737,441,196,173,107,141,877
3655,1191,399,207,97,246,201,276
3542,1120,646,88,149,370,323,947
3584,701,439,160,140,289,168,714
5853,1030,348,277,105,450,16,1685
3642,1418,372,140,194,367,106,693
4341,978,411,283,108,273,183,1484
6414,1553,317,130,147,282,180,0
3710,1166,417,124,94,294,175,816
4120,1572,312,152,124,215,284,734
4250,789,451,256,149,394,335,184
4236,1223,445,173,165,709,261,1187
4038,1041,425,217,126,345,248,162
4371,1571,366,204,133,324,142,969
4241,1636,409,197,159,198,249,470
3381,831,374,264,169,350,197,1280
4435,1473,348,239,174,313,132,946
4444,1514,383,324,121,500,164,959
3618,1365,435,186,101,171,258,1143
4019,1418,402,287,176,609,190,615
4342,1403,473,216,187,141,178,880
3895,1474,438,125,228,278,245,78
4536,1082,433,128,315,126,266,706
5182,1540,320,245,203,419,63,827
1625,1342,386,100,119,409,184,0
3309,1330,223,154,144,284,257,652
4152,1413,391,237,169,199,107,1198
4361,1046,365,280,164,148,206,1039
3885,989,381,273,145,230,253,1087
4727,1276,453,280,190,363,261,1040
3331,1609,424,228,135,221,288,520
4346,1063,450,191,157,491,262,0
3697,1335,320,180,152,449,217,233
4860,1157,403,199,240,57,156,779
4996,1130,448,156,166,254,189,476
3617,1400,475,182,124,243,189,212
2662,1452,323,264,66,177,159,1121
4430,1142,382,120,136,234,56,1302
3806,1577,612,123,157,393,201,1403
2074,1385,390,57,165,302,152,202
4013,1252,354,182,221,371,210,568
3040,1370,323,104,159,218,136,336
3993,1707,353,197,158,0,130,0
3655,1451,316,190,130,298,173,704
3753,1160,403,178,145,237,246,389
4722,1296,445,234,114,425,209,467
3372,1326,337,133,174,0,230,245
4407,1433,413,201,187,242,148,634
3861,1348,442,189,156,436,205,879
3860,1679,400,202,140,416,156,215
4395,2005,319,113,161,459,259,508
2356,954,419,174,273,109,261,293
4285,1343,397,201,211,320,173,585
4484,1212,392,227,190,309,278,299
3834,999,373,292,161,244,192,782
2380,1159,404,240,214,332,280,360
3457,1824,425,223,147,268,141,424
3587,1528,520,264,186,316,141,683
5475,1493,406,185,134,640,228,753
4622,1370,476,278,152,332,159,311
1351,1744,418,256,170,336,220,240
3339,1265,395,310,157,382,338,543
4241,1259,407,296,159,318,138,0
4274,1444,339,222,158,190,248,1065
4274,1404,415,310,189,135,303,108
5160,1584,300,215,153,297,355,775
3937,1267,357,172,132,273,232,434
4164,1440,405,162,148,104,191,696
5932,1027,460,182,189,463,231,586
2890,1233,472,171,176,311,41,517
3885,1277,388,264,147,444,171,1090
3574,1298,408,199,127,77,299,357
4088,1723,449,293,133,446,220,453
7373,736,334,322,150,0,197,589
4184,1599,420,206,148,426,392,760
3843,1508,359,177,128,321,246,476
4461,1184,391,213,179,345,93,722
4241,1297,377,198,133,345,186,140
4210,2290,422,232,123,257,312,655
4303,1389,428,229,144,235,307,0
6786,1460,445,218,164,264,124,1363
3435,1407,417,135,122,153,367,289
4237,1343,409,306,152,252,231,465
3537,1267,684,122,137,230,231,574
4278,1061,324,194,140,150,146,189
3541,1438,290,145,150,346,149,167
3791,1256,386,220,168,301,161,1476
3852,970,429,207,150,30,175,571
4488,1191,384,192,229,370,178,1089
2896,1470,365,276,171,276,233,244
3377,917,424,255,162,206,170,446
4027,1094,452,184,141,330,215,308
4765,1327,424,240,135,8,166,1373
3371,1581,373,278,180,289,223,592
3891,1500,581,255,102,377,216,442
3846,1600,460,193,184,405,184,780
5213,1342,447,120,185,247,158,433
4216,1258,382,216,146,76,173,78
4843,855,369,233,185,37,160,1279
3718,1120,386,162,141,364,203,469
4511,1105,454,201,147,265,240,845
5044,1069,350,196,165,502,225,618
3207,1518,347,269,139,159,241,609
3060,1133,427,293,171,60,148,0
4935,1500,416,259,136,466,198,347
2838,1330,361,196,158,321,166,0
3566,1520,345,364,229,141,203,1128
4267,1079,472,232,164,577,231,703
2682,1175,418,196,183,458,177,313
4002,1391,332,305,177,277,121,262
5956,1214,335,163,91,382,149,1565
4462,801,382,230,147,383,98,1461
3493,1026,437,242,300,364,201,638
4043,1077,430,186,114,162,179,702
1779,1608,457,228,145,332,171,315
4128,1436,325,247,214,446,127,405
3552,1367,411,212,116,72,171,477
3796,1332,471,224,185,340,193,0
3502,1702,467,205,124,246,188,167
4326,1535,418,240,167,210,54,810
4429,1460,517,189,172,143,157,555
3883,1001,430,184,174,75,198,1047
4019,1312,452,201,122,278,255,121
3276,1360,402,259,185,166,250,844
3850,1217,361,113,129,398,246,350
3975,1641,356,155,103,241,189,350
5310,1310,309,140,121,214,195,468
3444,1054,389,214,205,250,187,260
4732,1101,443,180,173,0,233,1005
4498,1756,349,240,181,346,151,424
2230,1216,384,161,154,212,233,0
4879,884,436,95,121,401,152,880
4186,1180,399,218,134,348,347,774
4195,935,396,163,147,249,431,579
3973,1483,351,205,113,284,243,615
4612,909,401,216,30,258,230,673
4548,1020,650,207,150,307,222,997
2672,638,408,115,144,452,308,787
3340,1012,478,201,117,257,134,110
3899,1286,337,222,189,319,269,1319
3600,1777,429,130,129,230,290,1040
3968,1337,389,124,114,353,182,481
4619,1206,396,147,189,328,248,831
3771,1003,369,237,159,433,153,1058
3979,1471,425,100,141,217,197,864
4029,1193,385,241,129,369,195,839
4424,1456,391,220,139,426,159,1153
2877,1354,357,187,128,256,316,0
3697,1573,446,126,134,287,263,223
4106,1447,389,160,155,319,153,557
4600,614,611,102,4,276,239,1172
3754,1566,340,263,73,318,189,1230
4871,1303,672,148,201,367,125,1062
4310,1145,464,257,114,289,344,425
3682,1340,305,234,102,288,157,528
3405,1229,360,200,186,327,181,264
3688,1421,424,163,136,260,190,346
3908,1312,334,171,160,265,176,301
3698,1381,393,291,175,210,69,759
2897,1059,421,348,178,296,253,558
4449,760,391,266,165,345,187,1139
4637,1043,427,212,130,273,232,804
4326,2230,221,177,111,223,208,481
3431,1493,288,229,204,290,140,685
3899,1370,449,308,154,340,226,1056
3997,1362,449,168,164,313,195,851
4299,826,525,246,135,523,109,1224
4334,1179,290,210,160,234,141,766
1694,1297,573,128,137,285,240,12
4041,2236,302,126,141,378,324,950
4229,1346,488,20,110,231,208,976
4728,1031,424,217,163,493,47,1515
4352,958,352,244,81,300,222,313
4395,1012,439,121,184,356,122,764
4042,1224,372,233,207,302,179,684
4705,1553,415,194,246,402,295,598
4205,400,556,200,177,194,164,32
3569,1584,487,229,138,457,224,412
4702,674,491,287,150,323,199,590
6138,919,370,414,133,366,213,662
3778,1391,453,132,137,226,117,720
3760,1418,418,191,137,334,213,1158
4148,1218,329,243,93,203,262,932
4232,833,365,244,233,418,135,286
4099,1182,517,350,94,171,264,1033
5286,1122,418,174,138,315,3,1392
4850,1362,450,132,97,261,375,1015
4536,1344,389,359,139,144,161,1423
4095,1246,373,139,81,206,146,548
5552,1651,236,235,191,345,233,2047
3484,1172,387,235,149,513,222,621
4199,855,325,177,141,0,126,0
4905,1324,350,194,116,337,250,1828
3891,1538,435,210,124,391,136,134
3576,1357,381,169,185,366,178,501
3674,1229,401,131,164,295,210,392
3455,806,412,198,123,322,162,423
3608,1668,416,38,89,312,243,539
3815,1125,457,268,134,196,230,941
3297,1306,345,161,113,328,199,646
2987,1434,429,253,150,195,86,445
4451,1351,438,143,124,361,262,467
3546,1250,449,133,117,314,204,470
4760,1215,329,185,156,84,176,1248
4255,1748,413,153,176,398,206,751
4515,1406,486,132,170,248,374,349
3671,2040,395,297,168,240,20,762
4427,1719,424,177,220,396,213,1432
3454,993,439,145,155,284,119,234
4445,1652,349,150,160,360,5,0
4086,1259,492,115,108,235,189,631
4277,1282,425,265,87,30,230,900
3412,1472,426,164,73,320,257,1047
3552,1470,454,207,125,340,476,257
4299,1531,440,303,19,282,311,554
3526,1575,425,198,90,463,188,379
4232,1292,481,131,129,487,222,937
3316,1578,562,196,197,80,211,137
4424,1174,351,176,176,393,173,1290
3384,1239,366,212,194,192,258,699
4276,1264,375,231,128,351,406,111
4313,1195,534,372,182,122,193,526
3652,1312,465,64,187,340,155,606
4291,1479,338,195,195,216,141,331
4130,892,390,178,142,254,166,322
3731,1701,380,224,136,257,217,307
3496,1644,309,194,147,227,0,279
3019,1129,435,196,153,229,210,0
2546,1318,483,220,111,260,183,612
1588,984,368,148,133,285,189,441
4048,1122,394,271,183,332,219,0
5855,1208,422,188,133,486,192,954
4340,1511,486,206,152,205,145,507
3849,1274,410,198,164,313,175,442
5233,1501,410,118,187,377,236,315
4366,1338,409,217,168,229,214,488
4168,1205,329,381,178,74,203,1561
4158,1213,328,272,163,0,191,936
4235,1067,360,40,159,78,157,599
3232,1781,451,262,176,454,128,30
4378,1522,383,246,186,361,215,443
4306,857,570,108,171,690,190,633
3492,1039,373,347,88,398,212,225
3878,1210,393,253,135,242,246,663
3980,1105,485,228,177,886,337,541
3933,1326,230,122,255,334,45,907
4167,1115,361,234,148,293,228,298
4716,688,401,250,157,411,267,935
4541,1120,300,171,206,367,27,942
3344,1252,375,222,85,157,36,594
4311,1314,341,182,128,439,180,541
4664,1257,375,244,192,265,228,1007
4193,822,406,184,142,319,137,377
4545,1462,434,313,144,209,264,0
5006,1143,340,198,170,137,207,557
4512,1365,348,133,113,384,188,689
4125,1160,352,193,176,782,170,278
4523,1221,384,218,139,102,246,634
4072,1396,434,243,145,228,189,0
4012,1433,337,212,126,306,274,848
3824,1183,370,128,165,315,43,799
3450,1079,496,268,141,505,266,508
3591,1318,447,272,158,237,190,993
4766,1387,426,327,139,283,226,276
4250,711,445,52,149,365,210,972
3300,698,467,173,133,265,186,624
4184,1428,385,190,140,250,299,445
2950,1169,209,214,204,241,311,394
5937,1526,341,185,120,323,173,844
4443,1532,308,157,203,0,234,785
3704,1142,377,251,156,368,255,602
4062,1642,381,213,87,336,165,51
4977,1119,439,147,146,8,133,1154
3747,1485,401,215,180,125,221,901
3471,2027,506,208,100,250,178,567
4741,1230,394,164,241,398,161,1174
4981,1391,348,128,148,235,173,319
4002,924,451,41,97,337,218,1259
4506,919,361,189,131,360,125,288
4671,957,343,196,143,354,191,1168
3629,1378,441,222,111,245,141,614
3757,1387,429,196,127,0,270,707
4615,1245,314,196,157,169,193,1275
4843,1644,443,253,157,597,259,1030
2456,1497,363,129,163,346,249,181
3560,980,381,137,130,484,87,726
4994,1266,409,89,182,217,234,1807
3735,1112,547,321,257,425,30,1262
3832,1383,422,56,137,252,119,965
4171,1294,398,293,143,297,195,822
4777,1123,379,178,160,271,213,343
4427,1639,421,168,159,0,148,855
4207,1311,394,223,136,214,158,599
4232,1217,490,248,178,296,232,405
4022,1249,429,134,143,241,225,530
4279,1624,354,189,170,313,154,324
2735,990,376,199,191,216,202,1050
3852,1268,402,166,135,371,245,430
4121,1102,465,172,138,254,0,951
3424,1133,471,242,116,464,211,517
4193,1204,380,223,122,295,167,94
3898,1401,353,240,170,290,213,552
4878,797,347,217,170,460,178,768
4787,1155,413,156,95,250,165,1445
3767,1460,515,221,119,259,262,526
3925,1118,427,152,191,230,236,189
3963,1178,320,184,124,48,171,145
1837,336,364,148,142,226,267,466
4098,1004,369,169,151,378,149,353
3621,1116,359,205,155,547,148,578
3435,1295,381,177,106,0,152,0
4311,1101,418,0,155,373,171,1373
4315,1600,434,257,63,249,156,236
5401,1114,268,194,130,226,188,1304
4448,1337,426,174,139,267,156,1155
3684,1564,444,146,184,301,173,1337
4127,1906,347,106,170,333,196,198
4410,1227,392,189,122,345,241,692
3983,1329,407,131,200,297,217,1774
4227,1188,443,236,162,232,261,384
3742,678,402,201,142,241,195,534
3902,1423,403,278,172,352,190,888
3897,1183,412,211,100,235,275,957
3627,1487,387,164,155,356,242,1245
3912,1459,404,106,112,359,251,383
3226,1333,456,240,174,453,306,321
3754,1494,396,135,136,252,154,624
3858,1191,398,180,87,267,117,1235
3872,1457,202,284,109,69,217,350
3879,1456,465,231,150,206,204,464
3969,1240,345,219,160,204,155,380
4240,1981,489,247,103,351,214,553
4437,1366,183,371,94,481,190,444
3675,1694,367,279,137,358,215,696
3398,1254,437,170,198,399,234,428
3479,1210,452,181,134,229,240,883
3756,1536,330,2,156,180,233,568
3824,1314,345,198,71,276,72,0
3615,1473,414,316,340,238,237,1110
3352,1595,517,112,117,214,150,778
3772,1711,462,49,153,59,197,1016
4091,1292,388,272,94,181,217,500
4298,1254,279,212,231,383,249,1532
3721,1108,404,236,17,260,183,840
3794,916,418,194,157,295,204,858
3537,982,495,106,141,310,185,0
3984,1321,357,0,164,31,200,529
3576,1193,408,252,181,427,192,767
4287,1140,353,141,107,139,236,776
3107,1319,494,237,200,428,271,293
3820,1162,476,115,128,0,126,0
4151,1558,433,201,163,392,254,701
4092,1176,404,227,123,320,394,747
5347,2173,367,184,153,385,80,1585
4175,1294,399,324,49,288,357,896
3498,1170,637,175,209,324,187,594
3952,1155,443,171,126,410,169,643
3112,1603,410,210,198,310,321,520
3960,1439,446,15,119,433,112,415
3583,1148,427,0,198,335,0,385
4458,1324,420,145,179,227,240,761
3725,828,648,238,139,265,213,1033
3942,1034,426,185,145,389,136,906
3682,1150,443,285,225,176,241,742
4869,1145,408,365,150,379,289,25
3839,1543,387,236,162,263,105,947
4916,917,529,358,153,171,233,933
4407,1014,367,177,120,321,249,1762
4241,1390,320,156,134,230,135,675
4184,1346,354,113,158,243,126,935
4197,1230,353,228,118,237,72,844
3036,1710,375,260,134,311,195,450
3861,1423,478,121,166,261,175,591
4423,1545,392,360,157,339,169,464
3976,1290,412,167,141,401,252,849
3297,1191,414,228,180,354,174,86
3974,1194,479,184,179,481,133,1726
4852,1486,471,266,132,505,193,690
4623,1455,389,181,170,271,214,473
3969,1256,201,138,123,185,143,536
4476,1394,457,177,158,636,140,1120
3817,1493,467,3,157,312,251,860
3148,1187,424,226,150,523,118,477
3538,1231,585,0,234,263,151,400
4781,1389,409,222,152,328,156,238
3863,942,391,160,150,232,193,580
3878,1393,628,185,82,265,228,743
3850,1075,424,161,191,435,215,0
6379,1488,363,39,169,154,198,1602
3178,1730,450,264,24,436,301,659
5109,1161,390,164,178,407,183,633
3920,1030,383,183,218,263,121,618
4148,1264,445,252,0,406,225,285
3242,1247,396,238,160,169,196,541
4738,1432,419,282,102,283,195,0
5272,1347,433,224,110,317,182,1342
4108,1241,361,170,117,427,216,551
3451,1318,571,499,153,320,271,0
3706,1076,467,229,155,354,275,971
3581,1466,352,192,276,253,305,393
3696,1624,290,203,113,326,235,372
3730,1060,359,209,128,426,273,421
3726,339,451,188,188,138,60,374
2926,1800,322,131,166,414,181,628
3448,1056,382,281,159,279,293,485
4110,1045,510,199,149,159,177,460
4609,1020,455,209,162,0,185,565
2527,1261,435,304,151,429,228,702
3641,1218,433,166,153,252,206,319
3885,1375,256,233,164,330,145,566
4590,1187,541,160,123,139,112,250
5267,1057,410,216,156,117,177,1469
3734,1297,419,210,92,192,260,331
4242,1088,380,240,150,401,203,1303
3449,1402,423,260,135,295,200,1372
4341,967,462,171,174,410,177,974
4204,867,379,271,108,416,229,367
3846,978,397,274,156,224,175,222
3581,1216,359,188,169,457,359,976
3557,1243,311,327,172,246,251,649
4267,1327,439,175,130,400,255,652
3614,1187,399,185,139,396,142,744
3681,1131,402,140,162,307,244,221
4229,1058,351,239,115,307,221,558
2956,1534,391,0,137,332,171,172
3708,1497,455,165,124,312,304,706
3984,1362,249,198,96,261,0,880
3545,1378,401,265,194,252,160,942
5250,1139,410,173,151,262,199,477
3666,1329,338,221,8,422,273,941
3035,1112,431,196,80,141,175,0
3906,1089,337,247,160,523,145,176
2881,977,353,219,103,267,170,628
2940,1381,348,242,130,277,169,613
3697,1333,391,172,149,125,211,720
4229,1239,382,149,113,165,169,0
3870,1213,400,218,200,403,172,1006
3750,503,355,176,119,616,192,696
3737,769,450,202,113,367,134,646
4694,1237,442,216,157,639,249,1069
3807,1479,391,262,139,0,191,422
4191,1329,376,239,208,267,355,1157
4071,1441,245,166,192,306,31,739
2935,1299,384,143,195,367,219,567
4384,1336,330,285,166,292,185,1022
4108,1486,352,121,170,537,171,0
4254,1262,443,177,139,257,213,467
5963,667,415,232,170,329,113,698
2958,1211,482,282,130,275,207,257
4862,1274,385,191,146,327,192,883
3856,1619,492,201,176,123,241,448
4144,1428,380,156,137,349,221,990
5275,1599,384,90,167,354,228,948
3788,1385,367,142,183,353,135,315
3715,1044,414,162,164,201,285,657
4165,1256,401,238,191,601,219,210
3241,476,375,178,107,213,127,107
4375,1390,578,246,166,333,136,552
3792,1262,647,192,124,366,199,786
3435,1357,458,132,163,230,174,730
3775,1455,428,258,126,432,275,814
4629,1208,438,327,133,430,230,451
3732,1967,493,170,176,314,39,352
4179,1293,438,190,157,337,160,0
3635,1128,371,250,125,132,160,31
4379,1298,420,174,105,247,167,1411
2782,1308,431,154,124,175,165,444
4924,1833,350,208,148,209,135,525
3912,1384,386,189,114,351,177,926
4334,979,455,177,157,376,124,860
4049,1043,309,211,117,380,191,746
4648,1067,337,140,144,324,174,515
3641,1319,391,114,160,352,190,521
4373,1243,418,307,135,141,186,945
3903,846,332,205,182,171,215,991
3968,1689,394,209,161,279,245,554
4046,902,458,161,122,360,165,872
4126,1306,403,245,116,255,173,0
3942,1413,447,173,197,164,145,289
4107,683,370,61,183,231,252,481
4789,1428,360,172,139,207,288,206
5891,389,442,186,159,128,377,611
4435,1334,418,191,141,522,232,1838
3772,864,341,190,170,423,211,1268
3555,1535,360,168,155,102,26,86
4478,1300,478,163,90,108,177,563
4438,981,354,185,184,219,207,515
4736,1426,447,118,191,496,238,407
3698,1626,376,102,136,538,173,60
3885,1115,400,205,159,220,299,534
3180,1258,415,206,183,336,159,220
3804,1197,295,244,252,249,185,75
4498,1146,327,187,166,183,222,374
3767,1125,404,140,160,405,130,1002
5995,1171,364,103,176,365,163,590
2849,1182,450,155,179,294,182,275
4162,1229,320,221,166,538,213,632
3426,1214,428,272,111,324,292,882
4043,1452,331,203,155,254,205,33
3628,1434,382,139,159,492,354,763
3907,993,347,156,106,340,219,661
3185,1181,495,158,169,463,225,758
4603,1550,333,180,179,296,189,972
4389,1359,394,256,190,0,229,1492
4233,1367,314,260,126,144,213,389
4761,1348,480,191,178,408,176,294
3526,1750,420,209,129,0,185,297
4874,1292,407,160,188,325,232,864
4466,1219,474,115,192,413,245,1185
3882,1471,407,289,167,318,150,1137
4568,1221,411,84,131,0,239,412
3447,1277,407,108,163,299,227,1127
3588,1924,428,290,128,311,170,626
3696,1234,375,201,116,525,274,531
3736,1286,389,144,135,162,420,537
1973,1228,441,234,148,264,183,561
4612,1282,414,239,131,291,174,273
3871,1235,394,0,142,156,34,723
4176,1193,199,173,70,208,201,697
3715,1158,475,244,150,228,124,64
3090,714,367,159,143,114,163,0
4135,1504,449,214,104,313,206,664
3044,1425,409,271,149,42,253,81
3966,984,335,80,126,246,158,485
3316,1214,463,183,123,163,141,480
4994,1172,309,213,123,341,203,0
4456,988,321,110,155,355,162,586
4053,1355,391,174,236,310,224,387
4632,1281,435,419,154,304,193,437
3577,1705,312,165,172,359,155,359
4272,1233,375,126,150,290,202,472
5437,588,336,257,93,208,265,236
4132,1125,381,222,124,293,0,2066
4636,1210,424,197,165,261,210,0
4366,1418,544,195,146,293,67,833
4144,691,443,251,169,388,182,488
3173,2533,357,215,147,180,176,223
3520,1059,444,232,150,318,134,733
3939,1317,465,165,126,175,257,1009
4047,1163,451,104,145,208,246,671
3435,1370,383,231,211,457,111,564
5206,1577,294,255,94,346,176,893
4758,1472,429,189,136,316,187,604
4301,496,583,244,173,134,266,950
4036,1437,351,183,129,276,117,126
3894,877,372,195,153,93,221,91
3524,824,472,288,147,304,150,917
4039,636,343,0,90,175,248,0
4129,1422,423,182,143,676,217,508
3379,1370,411,235,0,316,156,72
4167,1681,382,373,98,178,178,545
3922,1322,432,165,146,338,199,359
3046,497,482,207,155,509,129,740
3570,1531,385,184,136,280,110,1155
3793,1225,388,178,155,0,152,142
4944,1378,273,194,179,90,199,321
4278,1390,446,198,146,347,0,424
3332,1106,394,259,127,243,155,431
4243,1377,385,276,111,273,176,1006
3226,1737,289,233,185,118,233,156
3246,1527,361,264,137,276,152,398
3764,1132,343,243,167,138,367,473
3953,1768,434,225,171,453,282,414
4663,1438,388,273,143,155,160,976
3356,1385,386,135,148,216,378,421
3301,1281,400,297,150,313,233,0
3708,1437,356,287,174,314,205,54
4519,1322,478,185,126,343,104,623
3240,859,465,385,144,0,219,1076
2584,1273,481,144,159,415,160,522
2707,1495,434,225,159,349,220,667
4276,1473,399,171,169,181,192,625
4600,1270,481,183,110,40,184,696
3768,996,366,210,140,315,305,658
3794,1307,356,284,162,447,188,591
4577,1640,370,164,13,175,192,775
3065,1205,426,196,203,195,215,793
3806,1275,362,0,104,335,135,603
4095,1088,392,164,116,595,186,576
4225,978,320,146,129,412,201,1316
3745,1358,252,212,47,464,211,751
4017,1305,324,221,165,324,179,0
2756,1298,353,234,153,207,141,186
3671,1402,461,162,227,210,71,68
4227,1168,459,225,212,246,247,859
3509,2152,419,206,78,403,160,987
4029,1567,277,197,158,250,258,922
4223,1249,373,30,172,27,196,574
1933,1680,361,208,162,148,152,628
4085,1310,382,209,156,0,198,734
1827,347,324,205,165,225,138,440
3897,1470,413,220,149,352,231,738
4305,1277,402,235,170,274,46,174
4078,1981,353,145,152,380,147,450
3707,1383,628,189,142,0,139,741
4112,1234,430,226,199,297,90,759
5479,1604,435,187,153,381,180,736
2975,1200,376,248,143,290,171,322
4580,867,400,372,124,306,186,958
3832,1476,431,102,8,376,165,955
4213,1370,408,242,151,292,252,745
4599,1557,480,194,139,142,164,1425
3314,666,390,112,128,243,389,892
3645,1251,375,187,189,108,175,381
3856,1228,432,137,93,275,164,880
3608,1487,337,238,120,347,178,1568
4867,1430,446,198,211,312,182,340
3572,1343,335,154,101,439,311,753
3722,1344,432,241,135,428,113,0
4102,1070,368,223,130,0,261,919
3399,1454,424,188,145,61,222,823
2737,1458,618,138,123,367,190,394
6134,1758,408,158,97,223,136,744
3834,1394,340,157,133,388,268,575
3953,1426,355,237,188,331,130,122
2054,1396,191,116,131,366,216,240
3243,1161,305,340,208,350,153,452
4161,1550,456,187,125,539,256,957
4877,1289,406,252,152,352,159,0
4009,1261,343,212,258,0,222,674
4113,1273,473,227,119,407,182,268
4346,1287,365,174,100,257,156,671
3365,1203,413,138,183,435,0,1185
4851,1343,359,184,183,454,248,479
4101,1281,299,239,192,362,225,62
4816,1264,332,239,125,172,165,0
3633,1398,378,178,92,0,180,593
4909,1315,587,157,151,434,0,1343
4388,1189,417,147,147,500,155,0
4277,1147,407,193,138,306,203,947
4117,1320,299,207,173,273,144,340
5293,1151,464,274,229,182,198,780
4600,1136,411,206,158,183,234,1308
4070,1139,394,231,155,323,208,484
3016,1351,457,161,130,0,132,597
3441,1539,462,202,170,151,199,304
3907,1938,458,207,76,383,282,475
4155,1477,388,193,140,437,272,591
