monthly_income_after_tax_and_401k,rent,groceries,utilities,transportation,personal_care,healthcare_and_insurance,debt_payments,investments_and_savings,dining_and_going_out,other
3525,1411,442,175,105,117,485,249,377,230,454
4159,1111,397,97,299,199,518,253,220,475,361
3504,1421,367,155,274,132,603,265,119,468,611
3684,1109,251,171,323,71,482,257,70,196,293
4095,1486,646,154,256,147,719,313,314,243,378
4149,1344,350,176,431,65,481,232,327,289,331
2002,1304,424,108,179,86,297,343,480,298,0
4527,1212,236,116,0,138,661,216,608,220,273
4286,1460,408,168,236,168,550,173,247,134,251
3648,1797,472,140,228,65,590,187,310,187,0
3231,1327,361,185,235,86,254,259,671,251,318
3928,957,455,159,243,108,296,397,606,282,410
3777,1046,386,123,226,123,441,297,115,280,422
4057,1457,283,122,209,153,496,254,639,187,322
3818,1472,327,94,176,69,426,547,0,217,289
2996,665,402,272,292,137,506,179,333,239,236
3806,1363,604,146,339,85,350,129,112,310,222
5243,1589,454,177,497,78,305,201,306,143,324
4317,1369,405,158,278,59,427,195,284,234,287
3651,1428,515,153,335,98,337,540,294,161,280
6033,1298,340,174,266,104,512,492,567,288,618
3044,1208,421,147,544,64,503,491,282,198,329
4656,1244,398,140,245,143,468,178,338,218,466
3888,1710,449,150,228,82,407,475,389,137,403
4430,1083,383,175,232,99,397,229,130,168,212
4040,1363,361,122,392,107,953,464,929,349,132
4570,997,386,178,384,190,570,344,552,246,366
3806,1178,399,152,187,138,743,201,383,214,367
3451,1455,298,138,288,124,445,466,314,303,501
4710,938,424,261,230,87,395,461,238,35,372
3943,1481,407,185,384,111,486,194,319,197,83
4111,1710,447,185,161,114,624,333,825,143,56
4617,593,439,162,335,99,548,106,186,189,0
3484,1552,454,169,258,129,590,260,228,173,456
4298,1837,355,83,111,194,382,0,272,208,356
3705,906,407,132,394,146,442,259,189,220,674
3934,1391,290,163,120,112,529,461,406,389,357
4036,1198,443,137,173,112,277,166,474,122,142
3250,1180,460,119,376,93,436,278,306,102,293
3611,1536,389,137,348,80,415,375,327,156,291
4676,1292,299,101,204,78,632,168,143,0,368
4443,1272,452,113,163,97,586,212,368,58,456
3969,1268,399,211,296,105,548,412,512,101,311
4122,1361,142,184,0,130,495,434,629,285,253
3853,1063,241,143,285,92,555,257,401,99,189
4678,1264,400,166,277,113,252,386,529,73,296
3900,1362,387,121,269,115,594,456,787,137,461
4116,1044,375,170,104,93,410,259,604,230,336
4573,1342,448,158,337,108,394,379,309,162,266
3611,638,468,129,360,139,493,258,155,174,193
4779,1362,497,140,476,67,526,165,353,157,512
4772,1732,350,138,307,210,619,300,1021,101,243
4815,1276,465,176,237,117,418,276,256,131,353
3814,1084,410,148,380,124,496,207,369,139,505
3879,1347,419,103,146,129,512,266,274,248,301
3055,1395,461,137,80,122,433,277,389,116,241
3773,1113,398,127,344,136,557,0,435,277,267
3480,956,391,106,118,88,399,404,150,251,467
3696,1113,546,127,332,144,488,404,254,238,94
3931,1290,216,85,144,104,539,291,518,229,426
4479,1209,199,122,298,126,539,245,424,204,266
4104,1515,268,156,195,61,523,434,230,109,462
6003,1403,397,164,280,50,382,290,435,139,261
3452,1320,381,165,356,105,606,240,407,249,234
3560,179,383,179,0,91,496,317,521,260,251
4899,1426,453,186,374,139,616,0,285,69,307
3632,1696,409,215,251,107,384,253,284,298,151
4828,1472,350,109,539,106,361,246,196,145,395
3878,1168,403,151,339,155,390,221,99,84,328
4001,1273,431,166,348,79,477,338,360,183,164
4535,988,448,125,245,106,263,408,365,186,39
4636,1577,428,158,395,0,582,469,440,140,273
3945,1159,442,135,254,66,626,250,483,155,209
3806,1207,425,110,137,91,607,272,496,234,163
3972,1291,300,150,243,71,372,232,121,306,208
4169,1274,392,181,224,67,255,149,317,109,399
4446,1458,395,144,142,96,604,113,475,160,145
5052,1352,502,162,184,126,702,261,449,431,352
4309,1021,438,177,346,72,369,329,274,216,283
4819,1169,385,141,226,69,572,238,586,238,258
4191,1174,361,118,216,83,467,257,138,472,339
4156,857,383,147,6,98,547,399,307,0,243
3241,1486,360,117,373,68,447,294,547,421,287
2685,1326,509,133,206,104,536,419,416,278,326
4194,1192,399,163,338,147,700,464,328,433,299
3953,1481,441,155,250,100,418,353,698,114,300
3743,727,426,180,395,88,370,271,329,105,403
6011,1043,433,157,330,134,434,458,149,199,138
3970,1422,356,127,223,65,557,422,205,169,267
2898,1575,467,120,271,116,554,145,629,362,371
4043,1272,396,169,190,101,311,377,0,188,528
3627,1287,475,157,262,151,479,547,976,143,312
4495,1322,421,144,188,138,557,368,342,294,286
3891,1056,488,160,198,41,530,318,693,194,0
4263,2077,430,129,338,106,527,253,490,258,210
3761,1122,391,77,267,146,636,356,407,341,331
3675,1299,470,181,277,134,477,416,126,311,404
4042,1333,407,169,213,71,538,375,307,228,333
4006,1406,427,147,227,124,400,306,548,255,459
4240,1414,404,123,223,135,648,403,693,301,114
3866,1114,373,144,206,45,378,331,160,128,484
1465,1338,392,98,203,144,443,351,660,102,434
3784,1491,436,153,185,134,502,397,212,351,94
4397,1069,449,92,146,68,457,207,414,106,335
5477,1649,299,236,244,135,213,298,1014,370,0
3877,1106,416,210,179,64,356,311,331,148,170
4493,1625,396,146,664,127,320,180,369,132,299
4940,1109,331,116,150,97,407,191,519,260,89
3229,1289,443,195,220,57,614,237,469,80,199
3920,1261,490,161,305,144,309,404,197,393,177
3758,1027,474,129,89,244,549,280,742,344,205
3517,1440,283,145,308,106,596,313,0,315,530
3912,1450,416,295,188,101,516,646,424,86,463
4246,1424,368,122,169,88,404,363,487,511,397
3995,1250,378,117,294,117,426,350,131,289,0
4153,1160,387,115,302,112,244,307,542,212,415
4907,1520,289,130,167,146,493,286,308,263,346
3829,1343,297,195,7,106,513,409,473,246,119
4139,1149,404,133,341,82,489,251,386,109,217
3745,1343,412,137,217,44,516,436,547,167,318
3577,965,390,156,175,124,513,243,463,177,222
3708,1796,338,149,0,105,594,272,335,86,352
3761,1431,380,179,33,111,445,371,600,257,229
5595,1264,472,175,231,155,403,537,401,285,355
5175,1442,382,160,0,210,499,106,321,234,191
3642,1463,375,143,202,89,489,387,657,341,177
3792,1355,462,179,297,74,501,347,232,226,288
3968,1654,389,126,222,43,695,255,412,202,314
2399,1571,434,124,0,114,432,336,271,159,195
4132,2061,423,203,369,137,582,180,605,395,482
4642,1371,355,119,134,138,464,221,533,0,234
2787,1249,350,125,312,88,567,343,131,332,354
2807,1171,333,35,238,138,514,199,419,229,296
3752,1459,350,155,252,138,545,315,419,285,336
4549,1260,441,148,185,129,888,234,908,286,102
3217,1097,359,139,214,102,434,255,420,255,401
2496,1140,393,164,310,99,262,408,484,123,425
4286,1166,386,136,167,116,590,183,458,0,322
4122,1230,419,182,212,120,259,297,0,364,384
3455,1470,332,157,329,169,433,348,67,201,354
3507,1307,455,180,206,89,398,326,0,175,324
3515,1383,472,126,252,108,588,241,343,413,170
4055,1406,399,146,258,81,664,337,274,165,204
3687,1126,288,93,185,85,508,197,404,199,273
4247,1066,357,190,282,47,456,251,294,194,260
2573,1510,416,219,244,70,424,459,343,209,335
3572,1030,419,141,190,122,535,364,382,182,342
3437,1297,387,161,297,130,359,300,64,267,351
3872,1156,455,252,261,99,327,546,515,254,355
3731,1344,371,111,245,124,414,219,365,160,448
4399,1249,449,187,227,33,453,628,186,215,376
1764,1407,400,142,140,113,283,255,347,297,452
4023,838,372,89,501,56,668,242,202,429,621
4279,1524,437,129,83,75,228,288,470,327,207
4928,1447,398,108,305,119,721,240,459,266,219
3759,1502,444,154,163,125,572,314,377,194,120
4162,753,545,153,290,43,358,342,373,0,192
3098,1363,353,186,145,50,459,273,1055,251,330
2804,1172,444,205,153,80,521,15,517,155,244
4422,1388,432,207,194,46,403,213,134,202,302
3997,1358,386,119,390,88,486,0,295,258,38
4589,1475,446,169,217,126,549,337,491,0,125
3313,1424,337,174,376,53,449,0,547,208,224
4260,1319,351,134,285,160,693,250,726,122,503
4934,1387,336,159,231,92,478,384,502,176,357
4210,1404,353,82,263,111,498,222,116,166,520
2668,1518,392,135,275,185,482,320,348,523,233
4004,1647,469,257,283,131,498,238,517,372,489
2195,1419,480,157,349,107,446,560,0,150,199
4678,1405,382,145,256,108,621,184,445,169,79
3695,1255,394,226,296,112,635,248,297,277,281
4252,1231,341,185,397,61,776,351,471,83,185
4952,1155,404,152,132,112,502,203,518,140,351
3410,660,545,216,241,121,453,228,235,122,251
4718,1132,390,125,158,54,454,519,651,213,242
3826,1265,459,177,146,92,720,326,104,210,186
4727,1239,420,116,177,91,464,0,482,189,237
3961,1391,335,84,179,101,623,237,907,195,0
3079,1139,272,129,279,122,657,404,432,100,332
4446,638,428,160,289,125,350,420,278,131,250
3705,877,412,160,184,97,391,240,366,244,310
4349,1394,419,154,282,129,491,128,202,91,0
4013,1122,412,145,201,59,497,434,287,181,419
4646,1157,343,155,344,196,494,93,371,273,306
4082,617,391,236,288,40,516,386,420,217,207
5098,1892,385,157,305,85,432,224,372,149,154
4246,1376,396,137,369,114,338,433,460,254,206
3971,1059,444,147,302,121,463,220,410,146,218
6063,1296,371,144,207,109,381,361,336,205,77
4105,1178,227,152,259,238,579,124,530,142,337
4105,1247,467,123,152,3,443,412,372,89,400
4569,1602,363,174,167,49,478,307,210,4,338
4117,972,458,56,295,32,637,429,411,291,132
2526,1584,508,126,376,70,522,228,125,286,237
3582,1116,475,181,330,0,418,321,198,255,473
4712,1474,433,93,276,187,469,452,552,254,284
3954,1513,508,215,137,83,502,297,726,512,219
3556,1386,592,207,260,71,562,343,514,185,332
3196,1056,399,202,175,83,499,370,503,107,239
3857,1354,471,204,279,90,411,145,428,213,190
4380,1812,432,157,387,75,615,248,199,271,461
3854,1302,419,131,262,101,382,414,579,265,381
3970,1280,402,163,211,128,557,95,396,218,280
4247,1261,375,151,256,81,529,412,263,400,238
4145,1403,400,136,210,102,491,241,630,95,299
3002,1283,415,136,394,162,403,506,711,317,306
3439,1357,387,152,327,107,235,344,81,191,413
4465,1242,281,238,228,133,340,220,528,42,52
3934,400,449,189,218,86,538,398,417,190,341
3738,1764,414,153,240,135,541,443,1012,206,322
3321,1879,373,145,201,76,653,360,636,484,390
3460,1940,262,169,12,118,504,255,467,195,344
4624,1385,461,132,358,132,505,444,387,310,422
3949,1420,539,143,256,146,430,207,253,0,294
3701,1238,410,91,217,104,462,407,399,200,32
3517,1181,427,153,125,92,500,59,472,186,312
3966,1949,427,153,212,59,666,0,91,349,348
2601,1134,438,134,177,98,535,244,299,175,358
5047,1115,450,164,218,124,184,163,403,142,455
3244,1657,438,154,364,239,431,430,328,281,39
4580,1460,244,134,357,99,283,85,643,200,154
4487,1600,420,175,230,111,626,438,179,268,224
3610,1525,413,145,198,150,463,147,98,193,360
4102,1180,387,119,293,120,500,405,702,254,192
3771,992,424,97,334,93,413,222,380,295,396
2308,1208,401,193,382,100,909,105,262,307,362
4755,1771,372,154,402,120,578,255,563,257,225
4303,1529,462,153,209,118,544,356,0,44,172
4254,1289,417,149,223,168,611,210,383,86,308
3785,1893,409,187,500,150,621,326,401,223,343
3258,1213,296,154,225,69,449,369,212,91,277
3896,1418,506,98,164,80,452,82,417,119,386
4603,1180,307,154,308,138,489,306,30,267,339
3236,1381,426,70,429,185,460,417,519,150,271
3472,1275,436,188,412,105,337,385,0,157,177
4063,1250,482,159,308,149,545,641,441,170,456
3508,1176,352,135,274,7,502,415,281,291,193
3604,1330,360,142,395,129,614,389,511,543,265
3788,1467,440,141,304,107,360,283,367,375,281
3317,1105,579,213,301,98,586,371,387,264,511
2219,1290,485,176,200,45,709,327,164,318,256
2596,1399,454,137,232,108,418,355,329,147,310
3346,1437,383,124,325,84,444,776,157,94,0
3201,1673,394,279,311,140,519,220,234,245,276
3685,1416,426,115,205,24,546,325,336,186,213
4366,1220,324,147,425,85,287,303,516,325,421
3902,1186,428,81,235,53,587,379,141,171,309
3768,1184,432,79,338,159,318,255,160,154,275
5405,1173,245,142,270,135,305,0,526,178,192
3127,1343,389,175,284,120,311,572,431,197,410
4247,1908,301,122,225,48,429,348,539,202,305
4192,1465,446,102,265,68,595,254,472,211,253
3795,1433,539,128,134,128,432,35,462,301,367
4503,1549,335,190,333,61,606,205,0,114,317
3436,1166,532,167,306,93,503,441,240,266,81
3153,1627,378,102,390,91,510,244,556,252,801
4077,1174,442,77,256,113,453,250,445,224,326
3832,1370,425,224,175,120,403,480,509,234,326
3990,1261,359,244,362,24,680,267,678,166,193
3946,1295,370,127,230,189,510,147,356,96,325
4610,1434,519,182,0,80,347,269,474,229,227
3462,1012,360,154,288,117,558,373,457,164,285
3619,1134,541,203,320,47,350,243,496,244,321
4518,1450,435,130,341,130,487,360,525,176,333
3702,1300,339,148,182,0,368,5,193,264,192
4450,1249,251,130,288,88,408,271,398,280,342
4850,665,389,180,293,149,515,378,299,269,91
3799,1250,398,168,296,9,521,423,285,294,242
4341,1436,413,0,205,130,370,318,542,199,236
3423,529,431,171,277,99,513,359,523,275,0
4377,1573,636,105,334,150,0,154,290,172,303
4100,1515,383,123,109,110,612,799,849,159,0
4237,1230,392,172,249,116,746,247,605,206,394
3677,1181,418,112,325,105,725,214,390,298,230
3169,747,409,226,371,91,416,389,449,185,365
4252,1085,429,173,366,126,423,262,524,268,288
2968,1072,422,162,321,78,584,0,503,125,525
3841,1014,359,161,390,122,537,271,723,59,412
4471,1293,387,285,323,129,593,178,421,164,154
4096,1362,400,296,0,116,427,230,529,196,260
4974,1663,435,113,216,72,477,402,485,275,345
4513,1313,431,160,357,25,531,417,555,0,564
3673,893,414,179,212,131,477,307,459,321,293
4014,1150,596,173,347,62,544,232,390,238,685
3976,1422,446,145,542,54,440,341,288,441,358
3209,1284,390,143,391,125,11,427,220,217,399
3530,1471,439,175,218,81,539,417,228,121,195
3720,1197,425,156,112,122,353,293,508,183,359
4655,1530,459,183,234,151,704,197,627,365,211
2239,1349,375,153,143,56,467,449,258,214,349
3875,1354,553,229,215,53,460,304,332,178,215
3164,1330,357,97,40,124,522,257,375,235,347
4202,1147,455,143,418,139,541,776,625,289,182
4358,1289,363,233,283,151,451,247,450,569,283
4114,1359,417,95,287,197,519,375,505,198,205
3838,1742,377,124,324,0,447,369,610,257,302
4296,1316,457,83,274,103,622,215,294,278,27
4340,1543,397,143,202,110,833,286,493,214,171
4154,1387,433,155,344,151,449,275,460,265,372
3588,795,346,170,303,109,459,123,442,227,184
4138,1382,368,149,411,79,443,104,329,224,267
4598,1120,430,129,242,107,494,0,555,163,266
3702,1458,465,137,0,53,548,255,403,291,426
5049,1072,426,173,347,83,361,201,467,208,382
3737,1258,419,149,253,91,235,207,587,305,586
4016,1245,440,74,316,88,520,258,125,116,194
1997,1164,401,139,100,52,492,300,263,155,94
4112,1776,384,166,261,64,593,269,317,117,265
3129,1285,491,155,472,99,467,230,349,282,199
3727,1662,440,119,162,125,694,493,868,0,340
3454,1369,374,128,194,87,636,586,65,85,282
4068,1136,367,92,306,102,472,400,359,137,269
4497,1218,367,166,295,126,490,176,404,115,605
4323,1292,426,169,272,180,198,434,660,277,273
2814,1232,324,146,348,91,375,245,381,291,558
5021,1245,374,139,293,75,455,580,240,165,385
4148,1415,415,118,355,124,458,169,500,45,283
3612,1373,401,58,182,233,552,193,433,51,355
4079,1438,377,101,268,61,577,281,851,298,119
4088,931,435,173,257,66,335,265,325,293,285
3667,1206,434,167,159,59,386,183,490,317,328
4099,1523,389,85,383,79,364,447,414,191,178
3696,1579,373,152,216,126,359,437,533,324,323
5698,1559,443,134,279,111,497,266,788,237,215
3657,948,392,163,213,105,595,401,1027,163,306
3284,967,401,173,335,71,993,442,764,333,340
4073,1173,439,115,231,68,618,299,822,251,249
4293,932,345,148,230,102,313,233,269,215,164
4257,2413,374,158,252,99,452,428,268,170,215
4410,1403,513,164,256,115,518,413,137,508,294
4162,1411,495,139,209,142,576,0,762,146,361
5019,1234,337,169,192,144,246,442,488,96,329
4420,1336,402,121,210,96,423,198,561,0,281
1421,1272,356,211,238,103,646,338,337,282,406
3550,1175,515,131,270,106,491,218,342,75,314
3518,1305,413,162,220,102,638,316,662,82,278
4540,1323,352,133,165,99,568,312,876,295,368
4471,1036,458,153,159,106,440,523,771,195,267
4244,1311,431,118,181,116,553,138,772,261,276
4536,942,278,182,275,79,609,223,452,93,378
3560,1684,432,125,316,114,464,253,572,171,371
4174,1279,350,244,167,115,430,333,117,249,273
3937,1086,493,148,282,107,395,269,467,200,182
4423,1403,268,129,278,147,586,80,328,191,241
3942,1151,421,74,388,106,590,119,419,325,387
3808,1294,431,182,424,111,413,433,402,200,375
4270,2166,405,154,330,71,375,564,398,202,357
4438,1097,274,98,303,131,441,254,651,276,257
2535,1690,374,93,290,157,475,320,429,413,390
3969,1709,451,140,195,105,571,178,243,245,176
3471,1195,467,148,164,38,659,406,430,190,388
2751,1672,452,144,133,132,432,350,354,237,328
5760,1194,472,193,262,141,665,247,571,188,417
4304,1205,363,100,194,106,391,308,323,157,241
4131,1522,425,156,310,84,850,604,513,277,415
3025,1197,421,169,166,138,625,416,454,248,241
3825,1068,404,169,269,59,399,293,476,192,336
2891,1320,431,177,193,108,389,515,235,258,202
4685,1002,460,154,147,134,519,437,344,247,215
3457,1514,364,62,189,78,609,353,474,157,220
4628,1420,340,140,201,139,482,260,294,212,372
4473,1180,390,105,248,108,587,263,539,520,341
3550,1202,276,160,393,91,567,320,410,237,554
1886,1350,397,138,181,103,353,289,603,332,430
4175,1079,471,128,190,124,500,470,0,510,251
3578,1142,329,161,0,109,600,206,619,249,0
2557,1255,379,164,64,155,409,351,386,119,341
5069,1036,343,129,253,136,427,100,412,399,320
1606,1209,420,158,218,65,614,338,741,103,0
2885,1085,432,148,265,128,778,387,496,159,313
4113,1585,265,156,322,130,544,444,114,162,164
3719,1219,366,188,329,118,325,241,368,176,396
3723,1555,410,271,323,71,554,229,164,134,233
4348,1435,462,161,204,134,427,54,373,78,298
4587,1174,444,218,180,108,342,419,397,288,314
2702,1080,380,128,208,70,475,277,520,161,295
3830,1478,384,164,295,111,582,104,603,41,0
4250,1235,382,102,449,57,592,194,358,179,376
3322,1468,425,139,193,75,494,0,138,233,307
4112,1297,331,127,331,144,451,158,394,80,281
4276,1326,427,146,167,122,349,373,131,246,626
4340,1413,373,144,211,111,557,11,111,224,376
3032,1173,387,154,266,125,490,293,301,135,425
3619,1138,363,77,313,102,479,409,146,221,274
3561,1540,437,179,337,175,462,337,229,550,400
4050,1416,370,181,273,89,586,494,478,204,302
4240,1287,352,143,157,120,569,440,298,163,263
4748,1459,371,132,329,86,597,196,912,138,314
3753,1408,346,126,172,58,571,359,517,336,167
3751,1489,443,140,214,96,461,315,63,184,473
4575,1071,345,120,176,92,448,419,331,182,534
4148,1287,398,164,243,154,485,0,449,266,317
4634,1526,367,181,388,113,491,250,671,243,245
4144,1635,478,104,285,0,576,348,460,97,683
2052,1193,421,150,281,102,494,263,386,215,205
3333,1332,369,197,307,73,488,0,390,163,269
3224,1304,409,106,271,93,537,289,416,288,552
4331,1051,355,194,267,131,545,325,416,114,316
4594,1242,434,124,378,114,425,430,454,260,291
4925,984,408,132,199,51,250,250,164,53,234
4422,1267,421,169,242,76,406,108,182,249,325
4581,1092,352,165,249,75,437,0,393,258,145
3710,1334,189,147,225,79,615,326,24,0,450
3422,1238,317,127,292,109,573,318,43,265,434
4425,1235,321,113,424,131,562,275,123,191,482
4209,1611,401,148,280,90,575,395,575,306,7
4054,1314,496,144,200,81,253,668,399,222,9
4194,1676,204,126,309,125,820,360,320,140,143
4162,1389,371,142,203,109,517,116,312,270,242
4642,1463,397,257,277,84,411,283,399,298,380
4647,1126,361,182,286,88,341,0,746,169,303
4272,1748,336,156,267,91,471,468,0,118,374
4423,1303,367,145,205,133,563,289,231,198,317
4257,2165,389,125,256,113,590,234,243,255,325
2671,1227,493,128,212,155,364,228,586,154,352
4378,1014,376,156,0,41,262,398,606,234,242
3303,1380,410,158,126,73,363,242,372,267,94
4527,1313,331,143,241,50,532,215,519,284,227
3403,1190,435,177,412,81,424,392,316,229,234
4143,1225,363,152,62,51,554,339,593,71,285
3577,1126,344,135,83,77,528,276,462,178,325
4277,1485,349,68,0,101,667,167,359,184,310
3983,1305,368,62,306,61,497,355,36,207,499
3203,1348,342,164,149,124,543,383,794,7,169
4210,1181,415,199,266,85,563,205,344,140,257
3711,2220,346,153,484,124,452,336,394,186,373
2869,1344,432,125,205,72,264,290,414,233,211
4001,872,375,145,503,122,739,212,341,369,195
4198,1392,354,148,174,85,475,8,329,249,347
3521,1247,366,221,326,93,416,624,539,125,501
3705,1267,349,111,107,81,0,168,159,138,368
3771,1499,401,174,244,95,722,729,260,149,254
4428,1318,373,127,258,117,606,229,0,171,277
4839,1642,456,105,238,59,519,233,261,217,303
3597,1321,285,129,212,269,585,351,936,129,301
4538,1207,458,181,297,167,384,255,261,184,653
2915,937,366,157,219,151,630,278,326,185,175
3403,1156,301,0,136,130,521,289,524,225,125
3521,1236,406,156,199,64,470,222,518,169,268
3324,1593,460,165,529,51,511,248,375,143,330
3208,412,396,168,0,158,413,298,388,147,20
4206,1628,393,143,226,124,421,577,0,465,170
3893,1070,353,228,547,105,375,353,930,321,207
4190,1146,395,208,205,123,519,615,402,252,266
4345,1525,350,160,243,184,514,422,495,227,359
4133,1181,301,111,235,103,315,149,416,118,334
5425,2287,408,120,331,107,346,391,390,293,383
3965,1135,394,142,86,57,596,266,99,206,686
3407,1155,462,147,310,135,567,366,228,150,327
4529,1428,425,125,196,18,460,334,349,337,193
3705,1138,354,134,171,65,588,242,134,16,375
3532,1245,428,90,312,151,25,452,279,227,303
2751,1379,448,85,374,137,594,376,430,201,313
3544,1249,280,150,265,94,245,342,184,308,241
3791,1187,346,198,205,63,169,519,526,126,300
4172,1059,377,202,233,116,598,203,669,219,639
4174,1590,359,144,266,102,537,90,417,409,289
3551,1627,432,149,265,166,618,356,331,270,416
3756,1366,356,161,219,140,480,193,514,164,138
4537,1254,350,135,249,17,494,234,491,219,311
4248,1265,412,117,269,144,624,79,311,362,374
5038,1466,388,169,189,141,605,250,317,342,126
4590,1506,456,91,222,48,459,387,331,281,269
4572,1192,419,161,350,118,539,237,545,334,224
3306,1515,741,126,340,137,430,502,260,163,421
4382,1423,345,157,190,88,624,66,464,268,561
3973,1511,324,185,392,63,496,401,403,232,338
3725,980,321,129,190,191,298,325,472,223,320
5169,1216,553,139,281,148,477,147,316,115,223
4473,1265,389,137,350,109,434,278,339,132,263
4250,648,384,218,190,37,406,107,498,155,140
4942,1683,406,146,165,89,349,335,195,160,301
4371,1218,471,145,287,160,530,240,259,362,0
3681,1394,303,147,245,142,255,105,0,51,230
4108,1331,539,191,224,93,529,317,617,187,95
3848,1242,400,13,148,86,78,314,381,256,464
3891,1158,331,174,349,145,536,511,371,183,289
4383,1711,369,127,269,204,503,383,510,139,222
3480,1701,330,125,302,98,489,61,346,291,208
4973,1475,419,161,337,37,606,247,285,115,443
3089,1298,399,186,120,119,602,410,392,61,240
1859,1208,408,139,263,69,630,137,535,86,321
4185,1322,426,138,136,120,427,223,390,317,246
4292,1362,559,107,306,72,384,300,416,185,333
3950,720,273,253,351,141,604,247,313,295,308
3971,1147,431,170,488,92,429,459,382,291,351
4205,1395,491,101,404,110,357,318,573,55,277
3884,1323,448,119,293,15,378,303,253,20,297
6603,700,411,148,286,127,881,208,320,258,162
4420,570,408,164,233,131,477,190,648,119,464
4436,1370,359,146,456,86,608,310,961,103,202
3517,916,368,152,232,61,0,292,175,238,353
3960,1248,395,168,273,60,350,178,719,110,399
3850,1327,257,113,156,102,473,323,248,222,225
3497,1648,494,168,336,68,304,306,0,71,298
4180,1302,419,182,185,100,755,269,307,267,419
3731,1240,415,140,274,105,586,419,237,261,156
4328,1357,459,124,165,109,712,299,883,296,249
3465,1157,409,177,217,145,459,276,609,124,269
4860,1256,524,202,211,141,451,413,391,327,417
3552,1306,413,154,289,106,511,285,466,162,333
4110,1426,420,124,361,192,566,260,415,119,326
4396,1165,470,71,193,114,607,183,594,281,172
3715,1299,174,125,182,146,435,306,356,247,0
4426,942,363,233,328,106,605,393,164,72,181
3385,1403,396,148,196,130,449,258,374,266,241
4726,1254,447,122,424,168,445,167,0,221,354
4007,1677,439,266,170,115,594,401,291,202,146
3702,1370,405,130,304,88,418,756,286,164,222
3850,1127,451,111,135,0,512,0,208,298,222
3333,1081,366,173,174,80,456,310,554,319,429
3708,1432,494,159,177,125,559,342,354,249,174
3625,1659,358,136,205,113,470,145,0,106,451
3889,1598,314,188,312,91,36,242,368,108,234
3412,1057,430,128,247,148,553,690,430,138,156
6545,1341,328,137,336,90,534,334,798,272,269
3717,1525,375,91,18,105,371,390,391,176,432
4416,1032,393,176,176,79,637,743,630,247,284
4105,757,421,162,501,99,590,176,212,155,346
3508,1159,451,133,342,78,577,348,679,305,358
3997,1257,333,143,186,99,480,274,1079,113,515
4392,1355,170,131,293,71,390,255,357,183,354
5590,1514,571,140,196,87,617,547,495,182,241
4597,1606,389,142,179,81,431,143,450,251,287
4511,1235,157,162,228,147,415,282,224,69,245
4459,1779,350,129,167,0,519,0,440,311,379
3770,1191,374,179,343,92,320,305,389,297,288
3460,1456,232,149,38,26,529,103,311,0,265
3693,1499,460,124,116,122,423,202,521,0,240
4098,1479,482,162,289,110,483,305,288,397,137
4273,1354,359,146,216,111,580,160,312,159,417
2914,1374,372,136,100,96,626,631,200,84,209
3996,1254,407,192,284,139,610,358,334,199,307
4079,1273,364,141,216,80,641,141,636,266,528
3861,2098,646,136,203,161,496,277,287,446,239
4646,1825,523,179,339,109,262,338,534,225,279
4211,1205,401,165,360,158,480,162,373,570,166
4655,1520,416,173,212,144,566,142,416,0,378
3892,1178,371,133,409,129,440,204,0,140,381
4469,1329,417,157,43,169,461,569,537,168,218
4818,1052,347,108,130,89,377,409,320,281,406
4656,1111,353,92,191,87,570,239,418,267,213
3454,1304,309,132,331,93,433,167,454,220,235
3873,1161,441,151,284,26,472,217,496,307,570
3827,1254,469,222,329,145,558,452,339,130,359
4245,1543,452,260,302,101,492,503,83,168,128
4343,1275,405,117,250,82,658,219,611,227,0
3581,1480,384,176,257,95,462,331,626,185,297
4034,1144,395,110,469,72,319,274,673,264,211
2990,1410,349,196,233,102,570,427,461,91,305
4721,1100,447,135,274,85,503,191,370,193,248
3744,1250,452,133,277,161,286,398,71,54,350
4028,1418,347,181,268,74,457,166,683,270,122
3845,1303,353,133,207,101,311,395,284,257,439
4573,1488,334,202,502,85,474,215,769,333,466
2581,1434,200,133,349,243,349,269,414,231,369
3992,1238,399,177,155,116,566,235,394,204,336
3947,1559,589,153,99,61,950,496,702,127,364
5307,1387,333,170,217,118,602,399,140,226,235
4863,1251,363,120,399,110,253,259,248,131,388
3556,1926,363,95,127,102,499,0,217,128,260
4386,1318,437,122,222,95,454,431,164,231,574
4178,1340,350,138,357,135,593,0,242,175,300
4631,1272,403,144,284,67,513,348,534,18,252
3666,1375,365,216,311,35,462,204,0,374,123
3634,1458,390,86,349,50,660,260,385,91,228
4548,1385,447,131,308,116,695,573,640,477,270
4213,2128,338,151,238,98,654,303,385,390,180
3228,1280,270,143,338,71,536,263,296,181,376
3730,1123,333,139,437,106,200,307,359,167,350
4193,1074,421,136,136,141,704,238,347,150,266
4419,1158,340,152,355,103,306,221,507,193,568
3660,1216,364,119,365,53,360,0,323,120,251
876,2344,423,143,0,99,464,362,284,240,243
4262,1550,440,138,210,109,387,313,311,233,272
3390,1181,336,113,292,79,379,329,776,205,336
2991,1390,428,145,168,167,502,237,775,241,298
2584,1286,344,90,232,0,555,207,668,472,237
4407,1347,480,130,268,24,304,206,678,95,397
4064,1190,353,160,198,72,601,377,421,321,265
3887,1748,368,162,332,42,349,308,445,325,333
